epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
143,8454.92,1.10338,0.61261,0.9717,0.86731,0.82297,0.88207,0.63366,1.05615,0.56789,0.96591,0.005314,0.005314,0.005314
144,8514.66,1.08663,0.60629,0.96873,0.86948,0.82554,0.87978,0.63312,1.05301,0.56569,0.96528,0.005281,0.005281,0.005281
145,8574.31,1.08937,0.60778,0.97042,0.86497,0.82346,0.87907,0.63259,1.05061,0.56352,0.96466,0.005248,0.005248,0.005248
146,8634.01,1.08597,0.60375,0.967,0.86117,0.83027,0.88042,0.63389,1.04882,0.5648,0.96369,0.005215,0.005215,0.005215
147,8693.57,1.08316,0.60248,0.96526,0.85386,0.83535,0.87864,0.63179,1.04996,0.56712,0.96389,0.005182,0.005182,0.005182
148,8753.12,1.07752,0.59783,0.96436,0.86868,0.82234,0.87981,0.63193,1.0516,0.56507,0.96361,0.005149,0.005149,0.005149
149,8811.99,1.08462,0.60098,0.96558,0.86568,0.81857,0.87743,0.63386,1.04768,0.56374,0.96238,0.005116,0.005116,0.005116
150,8871.21,1.08494,0.60609,0.96629,0.86272,0.81258,0.87894,0.63283,1.04678,0.56284,0.96212,0.005083,0.005083,0.005083
151,8931.11,1.0937,0.60742,0.96655,0.85325,0.82954,0.88068,0.63383,1.04785,0.56288,0.96244,0.00505,0.00505,0.00505
152,8990.7,1.07633,0.60244,0.96593,0.85719,0.8218,0.87842,0.63336,1.04358,0.56266,0.96181,0.005017,0.005017,0.005017
153,9050.43,1.08679,0.59681,0.96224,0.84132,0.84116,0.87985,0.63627,1.05009,0.56129,0.96439,0.004984,0.004984,0.004984
154,9110.69,1.07679,0.59908,0.96013,0.85678,0.82639,0.88209,0.6351,1.0489,0.55995,0.96447,0.004951,0.004951,0.004951
155,9170.78,1.08439,0.60236,0.96688,0.87736,0.81235,0.8822,0.63493,1.04897,0.56097,0.96558,0.004918,0.004918,0.004918
156,9230.72,1.07924,0.59512,0.96643,0.87901,0.81203,0.88186,0.63448,1.04919,0.55989,0.96586,0.004885,0.004885,0.004885
157,9290.15,1.08446,0.59976,0.96586,0.86251,0.8211,0.88075,0.63505,1.04925,0.56183,0.96461,0.004852,0.004852,0.004852
158,9350.24,1.07513,0.5982,0.96466,0.86206,0.82726,0.88175,0.63678,1.04739,0.56009,0.96317,0.004819,0.004819,0.004819
159,9409.04,1.08589,0.60413,0.96546,0.8531,0.83041,0.88032,0.6349,1.04717,0.55982,0.96256,0.004786,0.004786,0.004786
160,9468.83,1.07475,0.59281,0.96338,0.86295,0.81903,0.8784,0.6363,1.04822,0.55926,0.96338,0.004753,0.004753,0.004753
161,9528.09,1.07759,0.59727,0.96478,0.86772,0.81123,0.8803,0.63675,1.04382,0.55772,0.96132,0.00472,0.00472,0.00472
162,9588.31,1.08404,0.59613,0.96592,0.83763,0.84367,0.88112,0.63594,1.04662,0.55815,0.96082,0.004687,0.004687,0.004687
163,9648.07,1.07306,0.59836,0.96434,0.8502,0.8293,0.88132,0.63727,1.04505,0.55722,0.95997,0.004654,0.004654,0.004654
164,9707.56,1.07337,0.5942,0.96083,0.85459,0.82848,0.88165,0.63547,1.0464,0.55922,0.96025,0.004621,0.004621,0.004621
165,9767.15,1.07292,0.59649,0.95941,0.85115,0.82875,0.88023,0.6355,1.04982,0.56014,0.96143,0.004588,0.004588,0.004588
166,9826.39,1.07238,0.59252,0.96622,0.85097,0.83504,0.88054,0.63743,1.04589,0.55831,0.96023,0.004555,0.004555,0.004555
167,9884.94,1.08117,0.59425,0.96727,0.86107,0.82637,0.88026,0.63785,1.04467,0.5592,0.95963,0.004522,0.004522,0.004522
168,9944.19,1.07228,0.59551,0.9614,0.85643,0.82873,0.88061,0.63836,1.0413,0.55871,0.95871,0.004489,0.004489,0.004489
169,10003.3,1.0757,0.59427,0.9632,0.87397,0.81129,0.88018,0.63681,1.04194,0.56078,0.95924,0.004456,0.004456,0.004456
170,10064.2,1.06391,0.59054,0.95928,0.87429,0.81077,0.87997,0.63703,1.04233,0.56045,0.95985,0.004423,0.004423,0.004423
171,10123.8,1.05993,0.5871,0.95823,0.85762,0.82523,0.8797,0.63656,1.0407,0.55957,0.95974,0.00439,0.00439,0.00439
172,10183,1.07101,0.59497,0.96439,0.8582,0.81988,0.87999,0.63518,1.04098,0.56064,0.96054,0.004357,0.004357,0.004357
173,10241.5,1.06879,0.58827,0.96165,0.86522,0.81793,0.87956,0.63703,1.04042,0.55993,0.96015,0.004324,0.004324,0.004324
174,10300.6,1.0585,0.58738,0.95914,0.86456,0.81967,0.87995,0.638,1.04237,0.55954,0.96096,0.004291,0.004291,0.004291
175,10360.2,1.05955,0.58411,0.9597,0.86526,0.82018,0.87938,0.63641,1.04291,0.55975,0.96114,0.004258,0.004258,0.004258
176,10419.6,1.05611,0.58468,0.95911,0.86149,0.82365,0.87888,0.63706,1.04204,0.55909,0.96047,0.004225,0.004225,0.004225
177,10479.2,1.0716,0.58628,0.95925,0.84895,0.83472,0.87926,0.6371,1.04254,0.5576,0.96016,0.004192,0.004192,0.004192
178,10539.3,1.0578,0.58306,0.95577,0.85035,0.83215,0.87912,0.6368,1.04162,0.55882,0.95982,0.004159,0.004159,0.004159
179,10598.9,1.05856,0.58129,0.95608,0.84808,0.83695,0.87919,0.63656,1.03872,0.55886,0.95864,0.004126,0.004126,0.004126
180,10659.1,1.0608,0.58725,0.95781,0.86233,0.8322,0.87859,0.63563,1.04019,0.55852,0.95872,0.004093,0.004093,0.004093
181,10718.7,1.0642,0.5823,0.95677,0.86371,0.82684,0.87827,0.63521,1.04088,0.55806,0.95843,0.00406,0.00406,0.00406
182,10778.9,1.06327,0.58762,0.95756,0.86553,0.82665,0.87832,0.63594,1.04151,0.55778,0.95862,0.004027,0.004027,0.004027
183,10839.9,1.0647,0.58292,0.96046,0.85675,0.83427,0.87969,0.63723,1.03973,0.55738,0.95813,0.003994,0.003994,0.003994
184,10900.3,1.05551,0.58117,0.95522,0.85146,0.83561,0.87912,0.63815,1.0383,0.55714,0.95717,0.003961,0.003961,0.003961
185,10959.8,1.05494,0.58268,0.95298,0.84657,0.83989,0.87846,0.63813,1.03786,0.55745,0.95695,0.003928,0.003928,0.003928
186,11019.4,1.05426,0.58442,0.9546,0.84536,0.84041,0.87858,0.63743,1.0403,0.55738,0.95749,0.003895,0.003895,0.003895
